@id,@lon,@lat,name,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street
1000000040012337,21.4242945,41.9907162,Министерство за здравство,Cкoпje,MK,6,1000,50-та дивизија
1000000123008849,21.4217932,42.0003386,Министерство за Култура,Cкoпje,MK,61,1000,Мирослав Крлежа
1000000176033090,21.4230748,41.9937612,Министерство за образование и наука,Cкoпje,MK,54,1000,Св. Кирил и Методиј
1000000176034070,21.4236477,41.9936611,Министерство за информатичко општество и администрација,Cкoпje,MK,54,1000,Св. Кирил и Методиј
1000000176035080,21.4291494,41.9875632,Министерство за внатрешни работи,Cкoпje,MK,9,1000,Димче Мирчев
1000000176035082,21.4289925,41.9870030,Министерство за внатрешни работи,Cкoпje,MK,9,1000,Димче Мирчев
1000000176168730,21.4350811,41.9981969,Министерство за транспорт и врски,Cкoпje,MK,4,1000,Црвена Скопска општина
1000000197382023,21.4369065,41.9959933,Министерство за надворешни работи,Cкoпje,MK,7,1000,Филип Втори Македонски
1000000379882699,21.4264795,42.0030113,Министерство за земјоделство  шумарство и водостопанство,Cкoпje,MK,2,1000,Аминта Трети
1000000553552307,21.4385018,41.9962900,Министерство за животна средина и просторно планирање,Cкoпje,MK,3,1000,Плоштад Пресвета Богородица
1000000902213605,21.4293289,41.9927536,Министерство за финансии на Република Северна Македонија,Скопје,MK,12,1000,Даме Груев
1000000902213614,21.4289064,41.9941670,Министерство за труд и социјална политика,Cкoпje,MK,14,1000,Даме Груев
2000000006623260,21.4363846,41.9890914,Управа за јавни приходи,Cкoпje,MK,27,1000,11 Октомври
